,header,num_ones
22373,Unnamed: 25394,10.0
22374,Unnamed: 25395,8.0
22375,Unnamed: 25396,1.0
22376,Unnamed: 25398,2.0
22377,Unnamed: 25399,5.0
22378,Unnamed: 25400,1.0
22379,Unnamed: 25403,6.0
22380,Unnamed: 25404,16.0
22381,Unnamed: 25405,5.0
22382,Unnamed: 25406,3.0
22383,Unnamed: 25407,1.0
22384,Unnamed: 25408,1.0
22385,Unnamed: 25409,10.0
22386,Unnamed: 25410,7.0
22387,Unnamed: 25411,1.0
22388,Unnamed: 25412,3.0
22389,Unnamed: 25413,3.0
22390,Unnamed: 25414,19.0
22391,Unnamed: 25415,5.0
22392,Unnamed: 25416,10.0
22393,Unnamed: 25417,24.0
22394,Unnamed: 25418,1.0
22395,Unnamed: 25419,4.0
22396,Unnamed: 25420,9.0
22397,Unnamed: 25421,3.0
22398,Unnamed: 25423,4.0
22399,Unnamed: 25425,7.0
22400,Unnamed: 25426,2.0
22401,Unnamed: 25427,6.0
22402,Unnamed: 25428,9.0
22403,Unnamed: 25429,5.0
22404,Unnamed: 25430,16.0
22405,Unnamed: 25431,11.0
22406,Unnamed: 25432,1.0
22407,Unnamed: 25433,4.0
22408,Unnamed: 25434,4.0
22409,Unnamed: 25435,4.0
22410,Unnamed: 25436,1.0
22411,Unnamed: 25437,4.0
22412,Unnamed: 25438,3.0
22413,Unnamed: 25439,20.0
22414,Unnamed: 25440,3.0
22415,Unnamed: 25441,4.0
22416,Unnamed: 25442,14.0
22417,Unnamed: 25443,1.0
22418,Unnamed: 25444,2.0
22419,Unnamed: 25445,4.0
22420,Unnamed: 25447,7.0
22421,Unnamed: 25448,6.0
22422,Unnamed: 25449,5.0
22423,Unnamed: 25450,1.0
22424,Unnamed: 25451,13.0
22425,Unnamed: 25452,4.0
22426,Unnamed: 25453,1.0
22427,Unnamed: 25454,1.0
22428,Unnamed: 25455,3.0
22429,Unnamed: 25456,6.0
22430,Unnamed: 25457,25.0
22431,Unnamed: 25458,42.0
22432,Unnamed: 25459,1.0
22433,Unnamed: 25460,2.0
22434,Unnamed: 25461,1.0
22435,Unnamed: 25462,1.0
22436,Unnamed: 25463,15.0
22437,Unnamed: 25464,13.0
22438,Unnamed: 25465,2.0
22439,Unnamed: 25467,5.0
22440,Unnamed: 25468,1.0
22441,Unnamed: 25469,1.0
22442,Unnamed: 25471,6.0
22443,Unnamed: 25472,4.0
22444,Unnamed: 25473,10.0
22445,Unnamed: 25474,4.0
22446,Unnamed: 25475,7.0
22447,Unnamed: 25476,11.0
22448,Unnamed: 25477,7.0
22449,Unnamed: 25478,1.0
22450,Unnamed: 25479,5.0
22451,Unnamed: 25480,3.0
22452,Unnamed: 25481,2.0
22453,Unnamed: 25482,2.0
22454,Unnamed: 25483,2.0
22455,Unnamed: 25484,17.0
22456,Unnamed: 25485,10.0
22457,Unnamed: 25486,1.0
22458,Unnamed: 25487,12.0
22459,Unnamed: 25488,13.0
22460,Unnamed: 25489,6.0
22461,Unnamed: 25490,14.0
22462,Unnamed: 25491,28.0
22463,Unnamed: 25492,5.0
22464,Unnamed: 25493,2.0
22465,Unnamed: 25494,4.0
22466,Unnamed: 25495,3.0
22467,Unnamed: 25496,9.0
22468,Unnamed: 25497,2.0
22469,Unnamed: 25498,4.0
22470,Unnamed: 25499,6.0
22471,Unnamed: 25501,3.0
22472,Unnamed: 25502,2.0
22473,Unnamed: 25503,1.0
22474,Unnamed: 25504,7.0
22475,Unnamed: 25505,10.0
22476,Unnamed: 25506,1.0
22477,Unnamed: 25507,5.0
22478,Unnamed: 25508,3.0
22479,Unnamed: 25509,23.0
22480,Unnamed: 25510,8.0
22481,Unnamed: 25511,14.0
22482,Unnamed: 25512,2.0
22483,Unnamed: 25513,6.0
22484,Unnamed: 25514,3.0
22485,Unnamed: 25515,1.0
22486,Unnamed: 25517,5.0
22487,Unnamed: 25518,1.0
22488,Unnamed: 25519,6.0
22489,Unnamed: 25520,4.0
22490,Unnamed: 25521,1.0
22491,Unnamed: 25522,1.0
22492,Unnamed: 25523,17.0
22493,Unnamed: 25524,14.0
22494,Unnamed: 25525,8.0
22495,Unnamed: 25526,9.0
22496,Unnamed: 25527,13.0
22497,Unnamed: 25529,10.0
22498,Unnamed: 25530,4.0
22499,Unnamed: 25531,10.0
22500,Unnamed: 25532,12.0
22501,Unnamed: 25533,25.0
22502,Unnamed: 25534,5.0
22503,Unnamed: 25535,13.0
22504,Unnamed: 25536,8.0
22505,Unnamed: 25538,2.0
22506,Unnamed: 25539,11.0
22507,Unnamed: 25540,4.0
22508,Unnamed: 25541,4.0
22509,Unnamed: 25542,4.0
22510,Unnamed: 25543,13.0
22511,Unnamed: 25545,13.0
22512,Unnamed: 25546,15.0
22513,Unnamed: 25547,8.0
22514,Unnamed: 25548,4.0
22515,Unnamed: 25549,1.0
22516,Unnamed: 25552,3.0
22517,Unnamed: 25557,15.0
22518,Unnamed: 25558,3.0
22519,Unnamed: 25559,1.0
22520,Unnamed: 25560,3.0
22521,Unnamed: 25562,11.0
22522,Unnamed: 25563,14.0
22523,Unnamed: 25564,2.0
22524,Unnamed: 25565,7.0
22525,Unnamed: 25566,11.0
22526,Unnamed: 25567,1.0
22527,Unnamed: 25568,36.0
22528,Unnamed: 25569,1.0
22529,Unnamed: 25570,17.0
22530,Unnamed: 25571,5.0
22531,Unnamed: 25572,4.0
22532,Unnamed: 25573,4.0
22533,Unnamed: 25574,16.0
22534,Unnamed: 25575,3.0
22535,Unnamed: 25576,6.0
22536,Unnamed: 25578,7.0
22537,Unnamed: 25579,2.0
22538,Unnamed: 25580,3.0
22539,Unnamed: 25582,17.0
22540,Unnamed: 25583,2.0
22541,Unnamed: 25584,5.0
22542,Unnamed: 25585,9.0
22543,Unnamed: 25586,10.0
22544,Unnamed: 25587,10.0
22545,Unnamed: 25588,4.0
22546,Unnamed: 25589,5.0
22547,Unnamed: 25590,7.0
22548,Unnamed: 25591,9.0
22549,Unnamed: 25592,19.0
22550,Unnamed: 25593,1.0
22551,Unnamed: 25594,11.0
22552,Unnamed: 25595,3.0
22553,Unnamed: 25596,6.0
22554,Unnamed: 25597,10.0
22555,Unnamed: 25598,17.0
22556,Unnamed: 25599,10.0
22557,Unnamed: 25600,17.0
22558,Unnamed: 25601,16.0
22559,Unnamed: 25602,13.0
22560,Unnamed: 25603,1.0
22561,Unnamed: 25604,19.0
22562,Unnamed: 25605,4.0
22563,Unnamed: 25606,2.0
22564,Unnamed: 25607,12.0
22565,Unnamed: 25608,35.0
22566,Unnamed: 25609,1.0
22567,Unnamed: 25610,2.0
22568,Unnamed: 25611,13.0
22569,Unnamed: 25612,2.0
22570,Unnamed: 25613,5.0
22571,Unnamed: 25614,3.0
22572,Unnamed: 25615,5.0
22573,Unnamed: 25618,80.0
22574,Unnamed: 25620,6.0
22575,Unnamed: 25621,7.0
22576,Unnamed: 25622,1.0
22577,Unnamed: 25623,14.0
22578,Unnamed: 25624,11.0
22579,Unnamed: 25626,13.0
22580,Unnamed: 25627,1.0
22581,Unnamed: 25628,5.0
22582,Unnamed: 25629,2.0
22583,Unnamed: 25630,11.0
22584,Unnamed: 25631,7.0
22585,Unnamed: 25632,9.0
22586,Unnamed: 25633,1.0
22587,Unnamed: 25634,18.0
22588,Unnamed: 25636,8.0
22589,Unnamed: 25637,11.0
22590,Unnamed: 25638,1.0
22591,Unnamed: 25641,82.0
22592,Unnamed: 25644,17.0
22593,Unnamed: 25645,4.0
22594,Unnamed: 25646,2.0
22595,Unnamed: 25648,4.0
22596,Unnamed: 25651,2.0
22597,Unnamed: 25652,22.0
22598,Unnamed: 25653,8.0
22599,Unnamed: 25654,1.0
22600,Unnamed: 25655,1.0
22601,Unnamed: 25656,11.0
22602,Unnamed: 25657,10.0
22603,Unnamed: 25658,3.0
22604,Unnamed: 25659,1.0
22605,Unnamed: 25660,13.0
22606,Unnamed: 25661,7.0
22607,Unnamed: 25664,18.0
22608,Unnamed: 25665,16.0
22609,Unnamed: 25666,1.0
22610,Unnamed: 25667,10.0
22611,Unnamed: 25668,8.0
22612,Unnamed: 25669,1.0
22613,Unnamed: 25670,6.0
22614,Unnamed: 25671,19.0
22615,Unnamed: 25672,56.0
22616,Unnamed: 25673,14.0
22617,Unnamed: 25674,11.0
22618,Unnamed: 25675,2.0
22619,Unnamed: 25676,5.0
22620,Unnamed: 25678,5.0
22621,Unnamed: 25679,5.0
22622,Unnamed: 25680,6.0
22623,Unnamed: 25681,1.0
22624,Unnamed: 25682,7.0
22625,Unnamed: 25683,11.0
22626,Unnamed: 25684,1.0
22627,Unnamed: 25685,6.0
22628,Unnamed: 25686,2.0
22629,Unnamed: 25687,6.0
22630,Unnamed: 25688,10.0
22631,Unnamed: 25689,7.0
22632,Unnamed: 25690,1.0
22633,Unnamed: 25691,16.0
22634,Unnamed: 25692,2.0
22635,Unnamed: 25693,1.0
22636,Unnamed: 25694,14.0
22637,Unnamed: 25696,8.0
22638,Unnamed: 25697,4.0
22639,Unnamed: 25699,2.0
22640,Unnamed: 25702,12.0
22641,Unnamed: 25703,19.0
22642,Unnamed: 25704,4.0
22643,Unnamed: 25705,6.0
22644,Unnamed: 25706,2.0
22645,Unnamed: 25707,3.0
22646,Unnamed: 25708,2.0
22647,Unnamed: 25709,3.0
22648,Unnamed: 25710,3.0
22649,Unnamed: 25711,2.0
22650,Unnamed: 25712,16.0
22651,Unnamed: 25713,1.0
22652,Unnamed: 25714,38.0
22653,Unnamed: 25715,13.0
22654,Unnamed: 25716,2.0
22655,Unnamed: 25717,1.0
22656,Unnamed: 25718,7.0
22657,Unnamed: 25719,6.0
22658,Unnamed: 25720,2.0
22659,Unnamed: 25721,2.0
22660,Unnamed: 25722,2.0
22661,Unnamed: 25723,8.0
22662,Unnamed: 25724,10.0
22663,Unnamed: 25725,9.0
22664,Unnamed: 25727,6.0
22665,Unnamed: 25728,8.0
22666,Unnamed: 25729,2.0
22667,Unnamed: 25730,1.0
22668,Unnamed: 25732,10.0
22669,Unnamed: 25733,10.0
22670,Unnamed: 25734,1.0
22671,Unnamed: 25735,6.0
22672,Unnamed: 25736,14.0
22673,Unnamed: 25737,2.0
22674,Unnamed: 25739,17.0
22675,Unnamed: 25740,8.0
22676,Unnamed: 25741,14.0
22677,Unnamed: 25743,2.0
22678,Unnamed: 25744,13.0
22679,Unnamed: 25745,20.0
22680,Unnamed: 25746,3.0
22681,Unnamed: 25747,11.0
22682,Unnamed: 25748,20.0
22683,Unnamed: 25749,60.0
22684,Unnamed: 25750,18.0
22685,Unnamed: 25751,6.0
22686,Unnamed: 25752,7.0
22687,Unnamed: 25753,5.0
22688,Unnamed: 25754,5.0
22689,Unnamed: 25755,3.0
22690,Unnamed: 25756,1.0
22691,Unnamed: 25757,7.0
22692,Unnamed: 25758,10.0
22693,Unnamed: 25759,3.0
22694,Unnamed: 25760,6.0
22695,Unnamed: 25761,9.0
22696,Unnamed: 25762,49.0
22697,Unnamed: 25763,9.0
22698,Unnamed: 25764,7.0
22699,Unnamed: 25765,1.0
22700,Unnamed: 25766,1.0
22701,Unnamed: 25767,6.0
22702,Unnamed: 25768,1.0
22703,Unnamed: 25769,5.0
22704,Unnamed: 25770,10.0
22705,Unnamed: 25771,41.0
22706,Unnamed: 25772,6.0
22707,Unnamed: 25773,17.0
22708,Unnamed: 25775,7.0
22709,Unnamed: 25776,5.0
22710,Unnamed: 25777,3.0
22711,Unnamed: 25778,2.0
22712,Unnamed: 25779,12.0
22713,Unnamed: 25780,1.0
22714,Unnamed: 25781,5.0
22715,Unnamed: 25782,1.0
22716,Unnamed: 25783,22.0
22717,Unnamed: 25784,9.0
22718,Unnamed: 25785,30.0
22719,Unnamed: 25786,5.0
22720,Unnamed: 25787,16.0
22721,Unnamed: 25788,6.0
22722,Unnamed: 25789,1.0
22723,Unnamed: 25790,10.0
22724,Unnamed: 25791,1.0
22725,Unnamed: 25793,12.0
22726,Unnamed: 25794,10.0
22727,Unnamed: 25795,2.0
22728,Unnamed: 25796,1.0
22729,Unnamed: 25797,1.0
22730,Unnamed: 25798,3.0
22731,Unnamed: 25800,4.0
22732,Unnamed: 25801,1.0
22733,Unnamed: 25802,3.0
22734,Unnamed: 25803,84.0
22735,Unnamed: 25804,60.0
22736,Unnamed: 25805,8.0
22737,Unnamed: 25806,2.0
22738,Unnamed: 25807,1.0
22739,Unnamed: 25808,1.0
22740,Unnamed: 25809,2.0
22741,Unnamed: 25810,4.0
22742,Unnamed: 25811,2.0
22743,Unnamed: 25812,10.0
22744,Unnamed: 25813,26.0
22745,Unnamed: 25814,5.0
22746,Unnamed: 25815,6.0
22747,Unnamed: 25816,6.0
22748,Unnamed: 25817,11.0
22749,Unnamed: 25818,6.0
22750,Unnamed: 25819,3.0
22751,Unnamed: 25820,1.0
22752,Unnamed: 25821,3.0
22753,Unnamed: 25822,1.0
22754,Unnamed: 25823,18.0
22755,Unnamed: 25824,9.0
22756,Unnamed: 25826,2.0
22757,Unnamed: 25827,3.0
22758,Unnamed: 25828,6.0
22759,Unnamed: 25829,8.0
22760,Unnamed: 25830,1.0
22761,Unnamed: 25831,9.0
22762,Unnamed: 25833,9.0
22763,Unnamed: 25834,2.0
22764,Unnamed: 25835,3.0
22765,Unnamed: 25836,6.0
22766,Unnamed: 25837,6.0
22767,Unnamed: 25838,6.0
22768,Unnamed: 25840,6.0
22769,Unnamed: 25842,16.0
22770,Unnamed: 25843,5.0
22771,Unnamed: 25844,10.0
22772,Unnamed: 25845,1.0
22773,Unnamed: 25846,7.0
22774,Unnamed: 25847,3.0
22775,Unnamed: 25848,3.0
22776,Unnamed: 25850,9.0
22777,Unnamed: 25851,6.0
22778,Unnamed: 25852,1.0
22779,Unnamed: 25853,3.0
22780,Unnamed: 25854,3.0
22781,Unnamed: 25856,4.0
22782,Unnamed: 25857,9.0
22783,Unnamed: 25858,1.0
22784,Unnamed: 25859,10.0
22785,Unnamed: 25860,12.0
22786,Unnamed: 25861,3.0
22787,Unnamed: 25862,2.0
22788,Unnamed: 25863,30.0
22789,Unnamed: 25864,4.0
22790,Unnamed: 25865,11.0
22791,Unnamed: 25867,3.0
22792,Unnamed: 25868,3.0
22793,Unnamed: 25870,13.0
22794,Unnamed: 25872,9.0
22795,Unnamed: 25873,6.0
22796,Unnamed: 25876,5.0
22797,Unnamed: 25877,10.0
22798,Unnamed: 25878,8.0
22799,Unnamed: 25879,3.0
22800,Unnamed: 25880,3.0
22801,Unnamed: 25881,4.0
22802,Unnamed: 25882,6.0
22803,Unnamed: 25883,3.0
22804,Unnamed: 25884,7.0
22805,Unnamed: 25885,6.0
22806,Unnamed: 25886,7.0
22807,Unnamed: 25887,2.0
22808,Unnamed: 25888,1.0
22809,Unnamed: 25889,7.0
22810,Unnamed: 25890,2.0
22811,Unnamed: 25891,20.0
22812,Unnamed: 25892,13.0
22813,Unnamed: 25893,8.0
22814,Unnamed: 25894,2.0
22815,Unnamed: 25895,2.0
22816,Unnamed: 25896,7.0
22817,Unnamed: 25897,3.0
22818,Unnamed: 25899,2.0
22819,Unnamed: 25900,1.0
22820,Unnamed: 25902,1.0
22821,Unnamed: 25903,5.0
22822,Unnamed: 25904,20.0
22823,Unnamed: 25905,21.0
22824,Unnamed: 25907,7.0
22825,Unnamed: 25908,6.0
22826,Unnamed: 25910,7.0
22827,Unnamed: 25911,10.0
22828,Unnamed: 25912,1.0
22829,Unnamed: 25913,5.0
22830,Unnamed: 25914,3.0
22831,Unnamed: 25915,10.0
22832,Unnamed: 25916,6.0
22833,Unnamed: 25917,1.0
22834,Unnamed: 25918,7.0
22835,Unnamed: 25919,11.0
22836,Unnamed: 25920,15.0
22837,Unnamed: 25921,2.0
22838,Unnamed: 25922,3.0
22839,Unnamed: 25923,6.0
22840,Unnamed: 25924,3.0
22841,Unnamed: 25925,3.0
22842,Unnamed: 25926,20.0
22843,Unnamed: 25927,12.0
22844,Unnamed: 25928,2.0
22845,Unnamed: 25929,9.0
22846,Unnamed: 25930,19.0
22847,Unnamed: 25931,1.0
22848,Unnamed: 25932,5.0
22849,Unnamed: 25933,36.0
22850,Unnamed: 25934,16.0
22851,Unnamed: 25935,1.0
22852,Unnamed: 25936,6.0
22853,Unnamed: 25937,4.0
22854,Unnamed: 25938,2.0
22855,Unnamed: 25939,5.0
22856,Unnamed: 25940,3.0
22857,Unnamed: 25941,7.0
22858,Unnamed: 25942,25.0
22859,Unnamed: 25943,4.0
22860,Unnamed: 25944,5.0
22861,Unnamed: 25945,2.0
22862,Unnamed: 25947,9.0
22863,Unnamed: 25950,12.0
22864,Unnamed: 25952,21.0
22865,Unnamed: 25953,18.0
22866,Unnamed: 25954,3.0
22867,Unnamed: 25955,3.0
22868,Unnamed: 25956,21.0
22869,Unnamed: 25957,3.0
22870,Unnamed: 25958,1.0
22871,Unnamed: 25959,3.0
22872,Unnamed: 25962,2.0
22873,Unnamed: 25964,1.0
22874,Unnamed: 25965,4.0
22875,Unnamed: 25966,15.0
22876,Unnamed: 25967,8.0
22877,Unnamed: 25968,8.0
22878,Unnamed: 25969,15.0
22879,Unnamed: 25970,2.0
22880,Unnamed: 25971,4.0
22881,Unnamed: 25973,5.0
22882,Unnamed: 25974,5.0
22883,Unnamed: 25977,2.0
22884,Unnamed: 25978,1.0
22885,Unnamed: 25979,2.0
22886,Unnamed: 25980,4.0
22887,Unnamed: 25981,10.0
22888,Unnamed: 25982,3.0
22889,Unnamed: 25983,13.0
22890,Unnamed: 25984,2.0
22891,Unnamed: 25985,2.0
22892,Unnamed: 25986,9.0
22893,Unnamed: 25987,30.0
22894,Unnamed: 25989,2.0
22895,Unnamed: 25991,2.0
22896,Unnamed: 25993,4.0
22897,Unnamed: 25995,1.0
22898,Unnamed: 25996,1.0
22899,Unnamed: 25997,1.0
22900,Unnamed: 25998,2.0
22901,Unnamed: 26000,24.0
22902,Unnamed: 26001,3.0
22903,Unnamed: 26002,3.0
22904,Unnamed: 26003,1.0
22905,Unnamed: 26004,1.0
22906,Unnamed: 26005,4.0
22907,Unnamed: 26006,13.0
22908,Unnamed: 26007,2.0
22909,Unnamed: 26008,18.0
22910,Unnamed: 26009,16.0
22911,Unnamed: 26010,21.0
22912,Unnamed: 26011,13.0
22913,Unnamed: 26012,4.0
22914,Unnamed: 26014,3.0
22915,Unnamed: 26015,5.0
22916,Unnamed: 26017,4.0
22917,Unnamed: 26018,3.0
22918,Unnamed: 26019,1.0
22919,Unnamed: 26020,2.0
22920,Unnamed: 26021,3.0
22921,Unnamed: 26022,57.0
22922,Unnamed: 26023,10.0
22923,Unnamed: 26024,30.0
22924,Unnamed: 26026,36.0
22925,Unnamed: 26027,20.0
22926,Unnamed: 26028,11.0
22927,Unnamed: 26029,4.0
22928,Unnamed: 26030,2.0
22929,Unnamed: 26032,1.0
22930,Unnamed: 26033,1.0
22931,Unnamed: 26034,8.0
22932,Unnamed: 26035,6.0
22933,Unnamed: 26036,2.0
22934,Unnamed: 26037,9.0
22935,Unnamed: 26039,11.0
22936,Unnamed: 26040,46.0
22937,Unnamed: 26041,30.0
22938,Unnamed: 26042,7.0
22939,Unnamed: 26043,1.0
22940,Unnamed: 26044,11.0
22941,Unnamed: 26046,1.0
22942,Unnamed: 26047,9.0
22943,Unnamed: 26048,7.0
22944,Unnamed: 26049,1.0
22945,Unnamed: 26050,4.0
22946,Unnamed: 26051,14.0
22947,Unnamed: 26052,20.0
22948,Unnamed: 26053,11.0
22949,Unnamed: 26054,7.0
22950,Unnamed: 26055,1.0
22951,Unnamed: 26056,20.0
22952,Unnamed: 26057,1.0
22953,Unnamed: 26058,46.0
22954,Unnamed: 26059,8.0
22955,Unnamed: 26060,6.0
22956,Unnamed: 26061,3.0
22957,Unnamed: 26062,12.0
22958,Unnamed: 26063,1.0
22959,Unnamed: 26064,1.0
22960,Unnamed: 26065,5.0
22961,Unnamed: 26066,6.0
22962,Unnamed: 26067,3.0
22963,Unnamed: 26068,6.0
22964,Unnamed: 26069,3.0
22965,Unnamed: 26070,1.0
22966,Unnamed: 26072,6.0
22967,Unnamed: 26073,15.0
22968,Unnamed: 26074,13.0
22969,Unnamed: 26075,10.0
22970,Unnamed: 26077,1.0
22971,Unnamed: 26078,1.0
22972,Unnamed: 26079,3.0
22973,Unnamed: 26080,6.0
22974,Unnamed: 26081,4.0
22975,Unnamed: 26083,2.0
22976,Unnamed: 26085,18.0
22977,Unnamed: 26086,48.0
22978,Unnamed: 26087,1.0
22979,Unnamed: 26088,3.0
22980,Unnamed: 26089,3.0
22981,Unnamed: 26090,2.0
22982,Unnamed: 26092,34.0
22983,Unnamed: 26093,1.0
22984,Unnamed: 26094,12.0
22985,Unnamed: 26095,2.0
22986,Unnamed: 26096,13.0
22987,Unnamed: 26097,1.0
22988,Unnamed: 26099,1.0
22989,Unnamed: 26100,6.0
22990,Unnamed: 26101,7.0
22991,Unnamed: 26103,4.0
22992,Unnamed: 26104,4.0
22993,Unnamed: 26105,19.0
22994,Unnamed: 26106,6.0
22995,Unnamed: 26107,10.0
22996,Unnamed: 26108,5.0
22997,Unnamed: 26109,2.0
22998,Unnamed: 26111,10.0
22999,Unnamed: 26112,2.0
23000,Unnamed: 26114,9.0
23001,Unnamed: 26115,7.0
23002,Unnamed: 26116,4.0
23003,Unnamed: 26117,15.0
23004,Unnamed: 26118,1.0
23005,Unnamed: 26119,5.0
23006,Unnamed: 26120,6.0
23007,Unnamed: 26121,7.0
23008,Unnamed: 26122,4.0
23009,Unnamed: 26123,8.0
23010,Unnamed: 26124,2.0
23011,Unnamed: 26125,4.0
23012,Unnamed: 26126,3.0
23013,Unnamed: 26127,8.0
23014,Unnamed: 26128,2.0
23015,Unnamed: 26130,9.0
23016,Unnamed: 26131,4.0
23017,Unnamed: 26132,19.0
23018,Unnamed: 26133,2.0
23019,Unnamed: 26134,6.0
23020,Unnamed: 26135,9.0
23021,Unnamed: 26136,7.0
23022,Unnamed: 26137,1.0
23023,Unnamed: 26138,11.0
23024,Unnamed: 26139,1.0
23025,Unnamed: 26140,11.0
23026,Unnamed: 26141,1.0
23027,Unnamed: 26142,5.0
23028,Unnamed: 26144,5.0
23029,Unnamed: 26146,7.0
23030,Unnamed: 26147,2.0
23031,Unnamed: 26149,4.0
23032,Unnamed: 26151,3.0
23033,Unnamed: 26152,3.0
23034,Unnamed: 26153,4.0
23035,Unnamed: 26155,1.0
23036,Unnamed: 26156,1.0
23037,Unnamed: 26157,5.0
23038,Unnamed: 26158,5.0
23039,Unnamed: 26159,1.0
23040,Unnamed: 26160,2.0
23041,Unnamed: 26161,1.0
23042,Unnamed: 26162,14.0
23043,Unnamed: 26164,11.0
23044,Unnamed: 26165,4.0
23045,Unnamed: 26166,9.0
23046,Unnamed: 26167,11.0
23047,Unnamed: 26168,1.0
23048,Unnamed: 26169,13.0
23049,Unnamed: 26170,1.0
23050,Unnamed: 26171,1.0
23051,Unnamed: 26173,2.0
23052,Unnamed: 26174,3.0
23053,Unnamed: 26175,11.0
23054,Unnamed: 26176,5.0
23055,Unnamed: 26178,4.0
23056,Unnamed: 26179,3.0
23057,Unnamed: 26180,10.0
23058,Unnamed: 26181,1.0
23059,Unnamed: 26182,1.0
23060,Unnamed: 26183,12.0
23061,Unnamed: 26184,13.0
23062,Unnamed: 26185,2.0
23063,Unnamed: 26186,7.0
23064,Unnamed: 26187,32.0
23065,Unnamed: 26188,8.0
23066,Unnamed: 26189,3.0
23067,Unnamed: 26190,4.0
23068,Unnamed: 26191,1.0
23069,Unnamed: 26192,1.0
23070,Unnamed: 26193,14.0
23071,Unnamed: 26194,10.0
23072,Unnamed: 26195,3.0
23073,Unnamed: 26196,19.0
23074,Unnamed: 26197,10.0
23075,Unnamed: 26198,37.0
23076,Unnamed: 26199,3.0
23077,Unnamed: 26200,16.0
23078,Unnamed: 26201,13.0
23079,Unnamed: 26202,1.0
23080,Unnamed: 26203,4.0
23081,Unnamed: 26204,1.0
23082,Unnamed: 26205,24.0
23083,Unnamed: 26206,4.0
23084,Unnamed: 26207,7.0
23085,Unnamed: 26208,8.0
23086,Unnamed: 26209,21.0
23087,Unnamed: 26211,7.0
23088,Unnamed: 26212,2.0
23089,Unnamed: 26213,10.0
23090,Unnamed: 26214,4.0
23091,Unnamed: 26215,5.0
23092,Unnamed: 26216,22.0
23093,Unnamed: 26217,7.0
23094,Unnamed: 26218,8.0
23095,Unnamed: 26219,5.0
23096,Unnamed: 26220,1.0
23097,Unnamed: 26222,8.0
23098,Unnamed: 26223,3.0
23099,Unnamed: 26224,2.0
23100,Unnamed: 26226,6.0
23101,Unnamed: 26227,1.0
23102,Unnamed: 26230,16.0
23103,Unnamed: 26231,5.0
23104,Unnamed: 26232,5.0
23105,Unnamed: 26233,1.0
23106,Unnamed: 26234,11.0
23107,Unnamed: 26235,3.0
23108,Unnamed: 26236,14.0
23109,Unnamed: 26237,3.0
23110,Unnamed: 26238,13.0
23111,Unnamed: 26240,5.0
23112,Unnamed: 26241,4.0
23113,Unnamed: 26242,5.0
23114,Unnamed: 26243,3.0
23115,Unnamed: 26244,3.0
23116,Unnamed: 26245,11.0
23117,Unnamed: 26246,9.0
23118,Unnamed: 26247,2.0
23119,Unnamed: 26248,2.0
23120,Unnamed: 26249,7.0
23121,Unnamed: 26250,2.0
23122,Unnamed: 26251,6.0
23123,Unnamed: 26252,11.0
23124,Unnamed: 26253,6.0
23125,Unnamed: 26254,3.0
23126,Unnamed: 26256,19.0
23127,Unnamed: 26257,5.0
23128,Unnamed: 26258,12.0
23129,Unnamed: 26259,1.0
23130,Unnamed: 26262,3.0
23131,Unnamed: 26263,1.0
23132,Unnamed: 26264,13.0
23133,Unnamed: 26266,1.0
23134,Unnamed: 26267,4.0
23135,Unnamed: 26268,17.0
23136,Unnamed: 26270,2.0
23137,Unnamed: 26271,2.0
23138,Unnamed: 26272,2.0
23139,Unnamed: 26273,9.0
23140,Unnamed: 26274,13.0
23141,Unnamed: 26276,7.0
23142,Unnamed: 26277,8.0
23143,Unnamed: 26278,3.0
23144,Unnamed: 26279,3.0
23145,Unnamed: 26280,1.0
23146,Unnamed: 26281,3.0
23147,Unnamed: 26282,1.0
23148,Unnamed: 26283,4.0
23149,Unnamed: 26284,5.0
23150,Unnamed: 26285,4.0
23151,Unnamed: 26286,6.0
23152,Unnamed: 26288,20.0
23153,Unnamed: 26289,2.0
23154,Unnamed: 26291,1.0
23155,Unnamed: 26292,1.0
23156,Unnamed: 26293,2.0
23157,Unnamed: 26294,10.0
23158,Unnamed: 26295,5.0
23159,Unnamed: 26298,1.0
23160,Unnamed: 26299,11.0
23161,Unnamed: 26301,6.0
23162,Unnamed: 26302,17.0
23163,Unnamed: 26303,19.0
23164,Unnamed: 26304,1.0
23165,Unnamed: 26305,2.0
23166,Unnamed: 26306,8.0
23167,Unnamed: 26308,4.0
23168,Unnamed: 26309,27.0
23169,Unnamed: 26310,5.0
23170,Unnamed: 26311,1.0
23171,Unnamed: 26312,4.0
23172,Unnamed: 26313,8.0
23173,Unnamed: 26315,1.0
23174,Unnamed: 26316,2.0
23175,Unnamed: 26317,4.0
23176,Unnamed: 26318,1.0
23177,Unnamed: 26319,7.0
23178,Unnamed: 26320,2.0
23179,Unnamed: 26321,11.0
23180,Unnamed: 26323,1.0
23181,Unnamed: 26324,5.0
23182,Unnamed: 26325,40.0
23183,Unnamed: 26326,4.0
23184,Unnamed: 26327,5.0
23185,Unnamed: 26328,1.0
23186,Unnamed: 26329,27.0
23187,Unnamed: 26331,6.0
23188,Unnamed: 26332,17.0
23189,Unnamed: 26333,1.0
23190,Unnamed: 26334,7.0
23191,Unnamed: 26335,2.0
23192,Unnamed: 26336,2.0
23193,Unnamed: 26337,8.0
23194,Unnamed: 26338,7.0
23195,Unnamed: 26339,13.0
